,Unnamed: 0,Unnamed: 0.1,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G,pts_25min,reb_25min,ast_25min,to_25min,stl_25min,blk_25min,pf_25min,2ptsM_25min,2ptsA_25min,3ptsM_25min,3ptsA_25min,ftM_25min,ftA_25min,fgM_25min,fgA_25min,tsne_pos
0,0,0,夏普,金門酒廠,F,0,0,204,111,32,19.7,13.1,2.9,2.6,1.5,2.0,2.5,44,1395,0.4885,0.3529,0.6977,0.4483,5.8,11.9,1.8,5.0,2.7,3.9,7.6,16.9,866,578,129,113,67,86,110,26.1,0.50295858,0.52911474,0.12254902,0,1,0,15.390625,10.234375,2.265625,2.03125,1.171875,1.5625,1.953125,4.53125,9.296875,1.40625,3.90625,2.109375,3.046875,5.9375,13.203124999999998,0
1,1,1,賽勒,金門酒廠,C,0,0,211,138,32,16.3,13.9,1.2,2.2,0.7,1.7,3.1,47,1494,0.7089,0.0,0.4532,0.7089,7.1,10.1,0.0,0.0,2.0,4.3,7.1,10.1,764,655,55,102,31,78,145,26.3,0.702970297,0.679619746,0.155016911,1,0,0,12.734375,10.859375,0.9375,1.7187500000000002,0.546875,1.328125,2.421875,5.546875,7.890625,0.0,0.0,1.5625,3.359375,5.546875,7.890625,0
2,2,2,瓊斯,桃園璞園建築,C,0,0,195,82,29,17.7,9.6,1.0,2.1,1.4,1.4,1.7,56,1649,0.5158,0.2447,0.7546,0.4835,6.4,12.4,0.4,1.7,3.7,4.9,6.8,14.1,993,536,56,120,80,78,93,20.5,0.49645390100000003,0.54441437,0.11440401,1,0,0,15.258620689655173,8.275862068965518,0.8620689655172413,1.8103448275862069,1.206896551724138,1.206896551724138,1.4655172413793103,5.517241379310345,10.689655172413794,0.3448275862068966,1.4655172413793103,3.189655172413793,4.224137931034483,5.862068965517241,12.155172413793103,0
3,3,3,戴維斯,裕隆納智捷,F,0,0,206,105,35,22.7,13.0,3.1,4.1,2.4,1.5,3.2,85,2943,0.4703,0.1594,0.6292,0.4572,8.7,18.6,0.1,0.8,4.8,7.6,8.9,19.4,1928,1101,263,345,203,125,274,25.3,0.46134020600000003,0.49903271200000004,0.15273431699999998,0,1,0,16.214285714285715,9.285714285714286,2.2142857142857144,2.9285714285714284,1.7142857142857142,1.0714285714285714,2.2857142857142856,6.2142857142857135,13.285714285714286,0.07142857142857142,0.5714285714285714,3.4285714285714284,5.428571428571429,6.357142857142857,13.857142857142856,0
4,4,4,史貝斯,臺灣銀行,F,0,0,199,100,27,15.8,7.1,1.9,1.2,1.7,1.3,3.2,9,240,0.5195,0.4,0.7647,0.486,4.4,8.6,1.3,3.3,2.9,3.8,5.8,11.9,142,64,17,11,15,12,29,19.6,0.542016807,0.582080754,0.081234768,0,1,0,14.62962962962963,6.574074074074074,1.7592592592592593,1.1111111111111112,1.5740740740740742,1.2037037037037037,2.962962962962963,4.074074074074074,7.962962962962963,1.2037037037037037,3.0555555555555554,2.685185185185185,3.5185185185185186,5.37037037037037,11.018518518518519,0
5,5,5,天使,金門酒廠,F,0,0,195,93,30,18.5,9.2,2.5,2.5,1.5,1.9,1.8,22,655,0.4599,0.3333,0.6629999999999999,0.4153,5.0,10.8,2.0,5.9,2.8,4.2,6.9,16.6,408,203,55,56,34,42,40,20.0,0.475903614,0.501409367,0.119343135,0,1,0,15.416666666666666,7.666666666666666,2.0833333333333335,2.0833333333333335,1.25,1.5833333333333333,1.5,4.166666666666667,9.0,1.6666666666666667,4.916666666666667,2.3333333333333335,3.5,5.75,13.833333333333336,0
6,6,6,強森,桃園璞園建築,F,0,0,195,90,30,22.3,9.4,4.1,2.0,1.3,0.4,1.5,21,624,0.5576,0.3707,0.7519,0.4925,5.8,10.3,2.0,5.5,4.6,6.1,7.8,15.9,468,198,86,42,27,9,31,25.9,0.553459119,0.599978476,0.097162845,0,1,0,18.583333333333332,7.833333333333333,3.416666666666666,1.6666666666666667,1.0833333333333333,0.3333333333333333,1.25,4.833333333333333,8.583333333333334,1.6666666666666667,4.583333333333333,3.833333333333333,5.083333333333333,6.5,13.25,0
7,7,7,佐藍,金門酒廠,F,0,0,197,95,27,17.2,6.0,2.0,1.9,0.5,0.3,1.9,21,559,0.6013,0.3738,0.8657,0.5077,4.4,7.3,1.9,5.1,2.8,3.2,6.3,12.4,362,125,41,40,10,6,39,17.6,0.584677419,0.622827346,0.12095747400000001,0,1,0,15.925925925925926,5.555555555555555,1.8518518518518519,1.7592592592592593,0.46296296296296297,0.2777777777777778,1.7592592592592593,4.074074074074074,6.7592592592592595,1.7592592592592593,4.722222222222221,2.5925925925925926,2.962962962962963,5.833333333333333,11.481481481481481,0
8,8,8,道森,裕隆納智捷,C,0,0,202,105,30,17.4,15.8,2.3,1.9,1.4,1.4,1.9,14,426,0.5266,0.0,0.7419,0.5266,7.1,13.4,0.0,0.0,3.3,4.4,7.1,13.4,244,221,32,27,20,20,26,29.0,0.529850746,0.567292645,0.11023439300000001,1,0,0,14.499999999999998,13.166666666666666,1.9166666666666665,1.5833333333333333,1.1666666666666667,1.1666666666666667,1.5833333333333333,5.916666666666667,11.166666666666666,0.0,0.0,2.75,3.666666666666667,5.916666666666667,11.166666666666666,0
9,9,9,賈西亞,富邦勇士,C,0,0,208,104,32,21.4,12.8,2.5,2.6,0.8,1.2,2.7,53,1711,0.4889,0.2308,0.7135,0.4595,7.5,15.3,0.5,2.0,5.1,7.1,7.9,17.2,1133,677,132,139,41,64,142,24.8,0.473837209,0.5264711670000001,0.113418252,1,0,0,16.71875,10.0,1.953125,2.03125,0.625,0.9375,2.109375,5.859375,11.953125,0.390625,1.5625,3.9843749999999996,5.546875,6.171875,13.4375,0
10,10,10,伍茲,臺灣銀行,F,0,0,194,105,26,19.3,5.3,2.0,1.1,0.4,0.0,1.3,8,209,0.53,0.2326,0.6429,0.4406,6.6,12.5,1.3,5.4,2.3,3.5,7.9,17.9,154,42,16,9,3,0,10,14.7,0.477653631,0.496399177,0.053554041,0,1,0,18.557692307692307,5.096153846153846,1.9230769230769231,1.057692307692308,0.38461538461538464,0.0,1.25,6.346153846153846,12.01923076923077,1.25,5.1923076923076925,2.2115384615384612,3.3653846153846154,7.596153846153846,17.21153846153846,0
11,11,11,羅德尼,臺灣銀行,F,0,0,197,102,26,14.3,5.7,1.1,0.9,1.0,0.1,2.6,7,179,0.434,0.4815,0.7143,0.45,3.3,7.6,1.9,3.9,2.1,3.0,5.1,11.4,100,40,8,6,7,1,18,14.1,0.530701754,0.562106918,0.066079295,0,1,0,13.75,5.480769230769231,1.057692307692308,0.8653846153846154,0.9615384615384616,0.09615384615384616,2.5,3.173076923076923,7.3076923076923075,1.8269230769230769,3.75,2.019230769230769,2.8846153846153846,4.903846153846153,10.961538461538462,0
12,12,12,凱爾,桃園璞園建築,F,0,0,204,102,29,14.0,9.3,3.1,1.7,1.0,1.2,2.5,28,798,0.5854,0.3984,0.7536,0.5052,3.4,5.9,1.8,4.4,1.9,2.5,5.2,10.3,391,260,87,47,28,34,69,21.2,0.59223301,0.614035088,0.129770992,0,1,0,12.068965517241379,8.017241379310345,2.6724137931034484,1.4655172413793103,0.8620689655172413,1.0344827586206897,2.1551724137931036,2.9310344827586206,5.086206896551724,1.5517241379310345,3.7931034482758625,1.6379310344827587,2.1551724137931036,4.482758620689655,8.879310344827585,0
13,13,13,泰勒,臺灣銀行,F,0,0,199,100,32,18.5,11.1,2.9,4.3,2.2,1.4,3.3,46,1482,0.5797,0.3014,0.6503,0.4699,5.5,9.4,1.8,6.1,2.0,3.1,7.3,15.5,850,509,135,196,100,65,152,22.5,0.529032258,0.548505693,0.203175203,0,1,0,14.453125,8.671875,2.265625,3.359375,1.7187500000000002,1.09375,2.578125,4.296875,7.34375,1.40625,4.765625,1.5625,2.421875,5.703125,12.109375,0
14,14,14,米歇爾,富邦勇士,F,0,0,198,105,31,17.6,10.6,2.3,2.8,0.9,2.7,2.4,31,948,0.6975,0.3733,0.6053,0.6292,6.3,9.1,0.9,2.4,2.2,3.7,7.2,11.5,545,328,71,88,29,85,75,25.5,0.665217391,0.670322974,0.17579106,0,1,0,14.193548387096776,8.548387096774194,1.854838709677419,2.2580645161290325,0.7258064516129032,2.1774193548387095,1.935483870967742,5.080645161290323,7.338709677419355,0.7258064516129032,1.935483870967742,1.774193548387097,2.9838709677419355,5.806451612903226,9.274193548387096,0
15,15,15,貝斯,金門酒廠,F,0,0,197,95,29,20.7,10.9,2.8,2.5,2.5,1.1,2.5,11,316,0.4698,0.2985,0.7,0.4167,6.4,13.5,1.8,6.1,2.5,3.6,8.2,19.6,228,120,31,28,27,12,27,23.0,0.46428571399999996,0.48857628399999997,0.105556494,0,1,0,17.844827586206897,9.39655172413793,2.413793103448276,2.1551724137931036,2.1551724137931036,0.9482758620689656,2.1551724137931036,5.517241379310345,11.637931034482758,1.5517241379310345,5.258620689655173,2.1551724137931036,3.103448275862069,7.068965517241378,16.896551724137932,0
16,16,16,陳昱瑞,臺灣銀行,G,1,0,185,75,25,9.2,3.0,1.7,1.1,1.3,0.1,2.4,36,897,0.4286,0.3207,0.7931,0.3645,1.5,3.5,1.6,5.1,1.3,1.6,3.1,8.6,331,107,61,41,45,3,87,8.4,0.45348837200000003,0.49441100600000004,0.105728566,0,0,1,9.2,3.0,1.7,1.1,1.3,0.1,2.4,1.5,3.5,1.6,5.1,1.3,1.6,3.1,8.6,6
17,17,17,李維哲,臺灣銀行,G,1,1,179,81,23,7.3,2.5,2.5,1.4,0.9,0.1,1.9,131,3041,0.4051,0.27,0.6707,0.3581,2.0,4.8,0.7,2.6,1.3,1.9,2.6,7.4,950,332,334,188,120,8,245,6.5,0.39864864899999997,0.443176299,0.145288501,0,0,1,7.934782608695652,2.717391304347826,2.717391304347826,1.5217391304347827,0.9782608695652174,0.10869565217391304,2.0652173913043477,2.1739130434782608,5.217391304347826,0.7608695652173914,2.8260869565217392,1.4130434782608696,2.0652173913043477,2.8260869565217392,8.043478260869565,2
18,18,18,陳順詳,臺灣銀行,G,1,1,190,90,29,12.7,3.4,2.1,2.2,0.9,0.3,2.1,337,9688,0.4959,0.3527,0.7904,0.419,2.3,4.7,1.9,5.4,2.3,3.0,4.2,10.1,4289,1139,696,741,314,114,721,10.6,0.50990099,0.556042032,0.161527166,0,0,1,10.948275862068966,2.9310344827586206,1.8103448275862069,1.8965517241379313,0.7758620689655172,0.25862068965517243,1.8103448275862069,1.982758620689655,4.051724137931035,1.6379310344827587,4.655172413793103,1.982758620689655,2.586206896551724,3.6206896551724137,8.706896551724139,4
19,19,19,楊天佑,臺灣銀行,G,1,0,170,70,3,0.9,0.2,0.4,0.6,0.2,0.0,0.8,12,40,0.3333,0.2222,0.75,0.25,0.1,0.3,0.2,0.8,0.3,0.3,0.3,1.0,11,2,5,7,2,0,9,0.4,0.4,0.397526502,0.346420323,0,0,1,7.5,1.6666666666666667,3.3333333333333335,5.0,1.6666666666666667,0.0,6.666666666666667,0.8333333333333334,2.5,1.6666666666666667,6.666666666666667,2.5,2.5,2.5,8.333333333333334,2
20,20,20,呂宗霖,臺灣銀行,G,1,0,178,75,12,2.1,1.3,1.9,0.9,0.5,0.0,1.4,48,577,0.4625,0.1333,0.6818,0.3727,0.8,1.7,0.1,0.6,0.3,0.5,0.9,2.3,101,64,90,42,23,0,69,3.3,0.41304347799999996,0.41666666700000005,0.263157895,0,0,1,4.375,2.7083333333333335,3.9583333333333335,1.875,1.0416666666666667,0.0,2.9166666666666665,1.6666666666666667,3.5416666666666665,0.20833333333333334,1.25,0.625,1.0416666666666667,1.875,4.791666666666666,2
21,21,21,高健益,臺灣銀行,G,1,0,185,80,13,3.6,1.4,1.3,1.4,0.6,0.1,1.3,116,1537,0.3288,0.2667,0.6429,0.2851,0.4,1.3,0.8,3.0,0.4,0.6,1.2,4.2,417,168,151,161,70,8,148,2.4,0.380952381,0.403225806,0.238744884,0,0,1,6.923076923076923,2.6923076923076925,2.5,2.6923076923076925,1.1538461538461537,0.19230769230769232,2.5,0.7692307692307693,2.5,1.5384615384615385,5.769230769230769,0.7692307692307693,1.1538461538461537,2.3076923076923075,8.076923076923077,6
22,22,22,林任鴻,臺灣銀行,F,1,0,194,89,13,3.7,1.4,0.7,0.8,0.6,0.1,1.3,73,941,0.4095,0.2747,0.4651,0.3688,1.2,2.9,0.3,1.2,0.3,0.6,1.5,4.1,267,99,49,57,47,6,93,2.8,0.402439024,0.423923006,0.154918668,0,1,0,7.115384615384615,2.6923076923076925,1.3461538461538463,1.5384615384615385,1.1538461538461537,0.19230769230769232,2.5,2.3076923076923075,5.576923076923077,0.5769230769230769,2.3076923076923075,0.5769230769230769,1.1538461538461537,2.8846153846153846,7.884615384615383,5
23,23,23,呂冠霆,臺灣銀行,C,1,0,197,90,13,4.3,1.9,0.4,0.2,0.4,0.2,0.7,19,242,0.4242,0.3696,0.2,0.3924,0.7,1.7,0.9,2.4,0.1,0.5,1.6,4.2,81,36,8,4,8,4,13,4.0,0.488095238,0.486425339,0.043290043,1,0,0,8.26923076923077,3.6538461538461537,0.7692307692307693,0.38461538461538464,0.7692307692307693,0.38461538461538464,1.3461538461538463,1.3461538461538463,3.269230769230769,1.7307692307692308,4.615384615384615,0.19230769230769232,0.9615384615384616,3.076923076923077,8.076923076923077,3
24,24,24,范士恩,臺灣銀行,F,1,0,198,82,13,2.6,3.3,0.4,0.6,0.6,0.3,1.7,69,918,0.3977,0.2,0.5645,0.3871,1.0,2.6,0.0,0.1,0.5,0.9,1.0,2.7,181,225,25,38,42,18,117,4.5,0.37037037,0.419896641,0.162337662,0,1,0,5.0,6.346153846153846,0.7692307692307693,1.1538461538461537,1.1538461538461537,0.5769230769230769,3.269230769230769,1.9230769230769231,5.0,0.0,0.19230769230769232,0.9615384615384616,1.7307692307692308,1.9230769230769231,5.1923076923076925,1
25,25,25,陳侑昫,臺灣銀行,F,1,0,195,90,11,3.5,1.8,0.6,0.5,0.1,0.1,1.1,80,844,0.4682,0.321,0.7069,0.4213,1.0,2.2,0.3,1.0,0.5,0.7,1.3,3.2,281,141,46,38,10,9,87,3.5,0.453125,0.49885974899999996,0.124750499,0,1,0,7.954545454545454,4.090909090909091,1.3636363636363635,1.1363636363636365,0.22727272727272727,0.22727272727272727,2.5000000000000004,2.272727272727273,5.000000000000001,0.6818181818181818,2.272727272727273,1.1363636363636365,1.5909090909090908,2.9545454545454546,7.2727272727272725,5
26,26,26,謝宗融,臺灣銀行,C,1,1,200,97,15,4.7,3.5,0.4,0.4,0.5,0.4,2.3,46,689,0.4579,0.2857,0.6757,0.4408,1.9,4.1,0.1,0.5,0.5,0.8,2.0,4.6,217,161,18,17,24,20,105,6.2,0.445652174,0.474555735,0.074738416,1,0,0,7.833333333333333,5.833333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,3.833333333333333,3.1666666666666665,6.833333333333332,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.3333333333333333,3.3333333333333335,7.666666666666666,1
27,27,27,吳祐任,臺灣銀行,G,1,0,175,77,9,1.9,0.9,0.4,0.5,0.3,0.0,1.0,57,533,0.36,0.2063,0.6154,0.2899,0.5,1.3,0.2,1.1,0.3,0.5,0.7,2.4,109,52,25,30,17,0,59,1.1,0.333333333,0.36259542,0.16025641,0,0,1,5.277777777777778,2.5,1.1111111111111112,1.3888888888888888,0.8333333333333334,0.0,2.7777777777777777,1.3888888888888888,3.611111111111111,0.5555555555555556,3.055555555555556,0.8333333333333334,1.3888888888888888,1.9444444444444444,6.666666666666667,2
28,28,28,黃家明,臺灣銀行,F,1,0,192,94,13,3.8,1.7,0.3,0.3,0.3,0.3,0.8,99,1242,0.3722,0.2792,0.5897,0.3286,0.8,2.3,0.6,2.0,0.5,0.8,1.4,4.2,377,166,31,34,30,31,76,3.0,0.404761905,0.417398946,0.061830172999999995,0,1,0,7.3076923076923075,3.269230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.5769230769230769,1.5384615384615385,1.5384615384615385,4.4230769230769225,1.1538461538461537,3.8461538461538463,0.9615384615384616,1.5384615384615385,2.6923076923076925,8.076923076923077,3
29,29,29,張博勝,臺灣銀行,G,1,1,183,85,20,8.7,2.6,1.5,1.8,0.7,0.1,2.2,315,6434,0.4433,0.3223,0.7113,0.3897,1.9,4.3,1.1,3.5,1.5,2.1,3.0,7.8,2738,825,479,581,217,20,699,6.4,0.455128205,0.498624484,0.171037628,0,0,1,10.874999999999998,3.25,1.875,2.25,0.875,0.125,2.7500000000000004,2.375,5.375,1.3750000000000002,4.375,1.875,2.625,3.75,9.75,4
30,30,30,龍弘元,臺灣銀行,C,1,0,192,110,11,3.6,2.3,0.5,0.7,0.4,0.1,1.2,129,1462,0.44,0.1481,0.5955,0.4235,1.5,3.5,0.0,0.2,0.4,0.7,1.6,3.7,461,300,62,84,55,9,159,3.8,0.43243243200000003,0.449101796,0.14868309300000002,1,0,0,8.181818181818182,5.227272727272727,1.1363636363636365,1.5909090909090908,0.9090909090909091,0.22727272727272727,2.727272727272727,3.409090909090909,7.954545454545454,0.0,0.45454545454545453,0.9090909090909091,1.5909090909090908,3.6363636363636362,8.409090909090908,1
31,31,31,史密斯,臺灣銀行,C,0,0,204,115,31,14.3,13.5,3.7,2.0,1.7,1.2,2.1,15,462,0.4645,0.0667,0.6029,0.4343,5.7,12.2,0.1,1.0,2.7,4.5,5.7,13.2,214,203,56,30,25,18,32,23.1,0.435606061,0.471014493,0.116414435,1,0,0,11.53225806451613,10.887096774193548,2.9838709677419355,1.6129032258064515,1.3709677419354838,0.967741935483871,1.6935483870967742,4.596774193548387,9.838709677419354,0.08064516129032258,0.8064516129032258,2.1774193548387095,3.629032258064516,4.596774193548387,10.64516129032258,0
32,32,32,潘向挺,台灣啤酒,G,1,0,185,72,15,2.3,3.1,2.6,1.9,2.1,0.3,1.1,7,108,0.4545,0.2857,0.0,0.3889,0.7,1.6,0.3,1.0,0.0,0.0,1.0,2.6,16,22,18,13,15,2,8,6.9,0.44230769200000003,0.44230769200000003,0.42222222200000004,0,0,1,3.833333333333333,5.166666666666667,4.333333333333333,3.1666666666666665,3.5,0.5,1.8333333333333335,1.1666666666666667,2.6666666666666665,0.5,1.6666666666666667,0.0,0.0,1.6666666666666667,4.333333333333333,2
33,33,33,王子綱,台灣啤酒,G,1,0,183,73,12,4.1,1.2,0.8,0.6,0.4,0.0,0.8,78,925,0.3923,0.3459,0.6444,0.3651,0.7,1.7,0.8,2.4,0.4,0.6,1.5,4.0,323,95,62,47,33,1,63,3.2,0.475,0.480769231,0.123355263,0,0,1,8.541666666666666,2.5,1.6666666666666667,1.25,0.8333333333333334,0.0,1.6666666666666667,1.4583333333333333,3.5416666666666665,1.6666666666666667,5.0,0.8333333333333334,1.25,3.125,8.333333333333334,6
34,34,34,李愷諺,台灣啤酒,G,1,1,182,80,16,5.5,2.3,1.6,1.3,0.8,0.1,1.6,70,1135,0.3865,0.2986,0.7122,0.3504,1.1,3.0,0.6,2.1,1.4,2.0,1.8,5.0,388,159,115,93,55,4,114,5.2,0.42,0.467687075,0.181058496,0,0,1,8.59375,3.5937499999999996,2.5,2.03125,1.25,0.15625,2.5,1.7187500000000002,4.6875,0.9375,3.28125,2.1875,3.125,2.8125,7.8125,2
35,35,35,簡祐哲,台灣啤酒,G,1,0,180,75,10,3.9,1.3,0.5,0.3,0.6,0.0,0.8,16,163,0.4074,0.4545,0.6875,0.4286,0.7,1.7,0.6,1.4,0.7,1.0,1.3,3.1,63,21,8,4,9,0,13,3.9,0.516129032,0.550847458,0.078125,0,0,1,9.75,3.25,1.25,0.75,1.5,0.0,2.0,1.75,4.25,1.5,3.5,1.75,2.5,3.25,7.75,6
36,36,36,王政富,台灣啤酒,G,1,0,185,78,2,0.0,0.0,0.1,0.0,0.0,0.0,0.6,8,16,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.8,0,0,1,0,0,0,5,-0.7,0.0,0.0,0.0,0,0,1,0.0,0.0,1.25,0.0,0.0,0.0,7.5,0.0,3.75,0.0,6.25,0.0,0.0,0.0,10.0,6
37,37,37,朱億宗,台灣啤酒,F,1,0,186,85,18,6.4,3.4,0.9,1.0,0.8,0.2,1.8,196,3550,0.5129,0.2798,0.7151,0.4446,2.1,4.1,0.5,1.7,0.7,0.9,2.6,5.9,1247,658,168,200,160,37,346,7.2,0.483050847,0.508259212,0.137061404,0,1,0,8.88888888888889,4.722222222222222,1.25,1.3888888888888888,1.1111111111111112,0.2777777777777778,2.5,2.9166666666666665,5.694444444444444,0.6944444444444444,2.361111111111111,0.9722222222222222,1.25,3.611111111111111,8.194444444444445,5
38,38,38,黃聰翰,台灣啤酒,F,1,1,193,85,21,8.2,2.1,0.7,1.0,1.0,0.2,1.1,66,1393,0.3952,0.3368,0.7403,0.3638,1.5,3.8,1.5,4.4,0.9,1.2,3.0,8.1,544,137,47,67,68,11,75,5.8,0.46296296299999995,0.475197033,0.103863731,0,1,0,9.761904761904761,2.5,0.8333333333333334,1.1904761904761905,1.1904761904761905,0.23809523809523808,1.3095238095238098,1.7857142857142858,4.523809523809524,1.7857142857142858,5.238095238095239,1.0714285714285714,1.4285714285714286,3.5714285714285716,9.642857142857142,3
39,39,39,蔣淯安,台灣啤酒,G,1,1,174,65,23,9.7,2.7,2.6,1.9,1.4,0.1,2.2,113,2618,0.483,0.3483,0.7037,0.44,2.6,5.5,0.9,2.6,1.7,2.4,3.5,8.0,1091,307,295,215,162,15,253,9.4,0.49375,0.535556537,0.173420957,0,0,1,10.543478260869565,2.9347826086956523,2.8260869565217392,2.0652173913043477,1.5217391304347827,0.10869565217391304,2.3913043478260874,2.8260869565217392,5.978260869565218,0.9782608695652174,2.8260869565217392,1.8478260869565217,2.608695652173913,3.8043478260869565,8.695652173913043,4
40,40,40,周伯勳,台灣啤酒,F,1,1,197,85,23,8.0,6.5,1.0,1.4,0.9,0.4,1.9,198,4588,0.5224,0.2452,0.66,0.4765,2.8,5.3,0.3,1.1,1.7,2.5,3.0,6.3,1581,1282,195,274,183,86,372,11.3,0.5,0.540540541,0.159090909,0,1,0,8.695652173913043,7.065217391304348,1.0869565217391304,1.5217391304347827,0.9782608695652174,0.43478260869565216,2.0652173913043477,3.0434782608695654,5.760869565217392,0.32608695652173914,1.1956521739130437,1.8478260869565217,2.717391304347826,3.260869565217391,6.8478260869565215,1
41,41,41,成力煥,台灣啤酒,F,1,1,189,90,16,4.9,2.0,1.7,1.4,0.6,0.1,1.9,139,2173,0.4489,0.3402,0.7538,0.4117,1.2,2.7,0.5,1.4,1.1,1.4,1.7,4.1,679,280,243,188,89,20,259,5.2,0.475609756,0.519508058,0.228907783,0,1,0,7.656250000000001,3.125,2.65625,2.1875,0.9375,0.15625,2.96875,1.875,4.21875,0.78125,2.1875,1.7187500000000002,2.1875,2.65625,6.406249999999999,2
42,42,42,黃泓瀚,台灣啤酒,F,1,1,190,85,16,3.3,3.2,1.9,1.2,0.9,0.4,2.5,55,866,0.4519,0.2687,0.6034,0.3801,0.9,1.9,0.3,1.2,0.6,1.1,1.2,3.1,183,177,104,64,51,21,136,6.1,0.435483871,0.46037946399999996,0.25083612,0,1,0,5.15625,5.0,2.96875,1.875,1.40625,0.625,3.90625,1.40625,2.96875,0.46875,1.875,0.9375,1.7187500000000002,1.875,4.84375,2
43,43,43,張羽霖,台灣啤酒,F,1,0,190,87,16,7.5,2.3,0.6,1.4,0.6,0.1,2.2,347,5717,0.4368,0.3207,0.6662,0.3825,1.6,3.6,1.0,3.2,1.3,2.0,2.6,6.8,2615,799,219,496,220,44,753,4.8,0.45588235299999996,0.48828125,0.154185022,0,1,0,11.71875,3.5937499999999996,0.9375,2.1875,0.9375,0.15625,3.4375000000000004,2.5,5.625,1.5625,5.0,2.03125,3.125,4.0625,10.625,3
44,44,44,翟振皓,台灣啤酒,C,1,0,194,95,4,0.9,1.0,0.0,0.3,0.2,0.0,1.1,10,44,0.2857,0.1429,1.0,0.2143,0.2,0.7,0.1,0.7,0.2,0.2,0.3,1.4,9,10,0,3,2,0,11,0.7,0.25,0.302419355,0.167785235,1,0,0,5.625,6.25,0.0,1.875,1.25,0.0,6.875000000000001,1.25,4.375,0.625,4.375,1.25,1.25,1.875,8.75,3
45,45,45,王皓吉,台灣啤酒,F,1,0,195,93,13,3.4,2.4,0.5,0.6,0.3,0.1,1.5,138,1787,0.4476,0.2166,0.7297,0.3708,1.0,2.3,0.2,1.1,0.6,0.8,1.3,3.4,465,337,70,88,43,20,201,3.8,0.41176470600000004,0.453091684,0.13786764699999998,0,1,0,6.538461538461538,4.615384615384615,0.9615384615384616,1.1538461538461537,0.5769230769230769,0.19230769230769232,2.8846153846153846,1.9230769230769231,4.4230769230769225,0.38461538461538464,2.115384615384616,1.1538461538461537,1.5384615384615385,2.5,6.538461538461538,5
46,46,46,吳曉謹,台灣啤酒,F,1,0,188,75,8,1.9,1.1,0.3,0.5,0.2,0.0,0.7,14,109,0.3462,0.3333,0.75,0.3438,0.6,1.9,0.1,0.4,0.2,0.3,0.8,2.3,27,15,4,7,3,0,10,1.4,0.36956521700000006,0.390625,0.17053206,0,1,0,5.9375,3.4375000000000004,0.9375,1.5625,0.625,0.0,2.1875,1.875,5.9375,0.3125,1.25,0.625,0.9375,2.5,7.187499999999999,5
47,47,47,陳兆豪,台灣啤酒,C,1,0,197,95,8,2.4,1.8,0.4,0.6,0.3,0.1,1.3,85,679,0.3919,0.3333,0.6286,0.3889,1.0,2.6,0.0,0.1,0.3,0.4,1.1,2.8,208,156,38,51,22,10,110,2.6,0.39285714299999996,0.403225806,0.167785235,1,0,0,7.5,5.625,1.25,1.875,0.9375,0.3125,4.0625,3.125,8.125,0.0,0.3125,0.9375,1.25,3.4375000000000004,8.75,1
48,48,48,蘇柏彰,台灣啤酒,C,1,0,200,111,9,2.9,2.2,0.3,0.6,0.2,0.3,1.4,111,1015,0.4452,0.0,0.5702,0.4421,1.1,2.5,0.0,0.0,0.6,1.0,1.1,2.6,317,246,34,68,18,33,152,3.4,0.423076923,0.476973684,0.164835165,1,0,0,8.055555555555555,6.111111111111112,0.8333333333333334,1.6666666666666667,0.5555555555555556,0.8333333333333334,3.888888888888889,3.055555555555556,6.944444444444445,0.0,0.0,1.6666666666666667,2.7777777777777777,3.055555555555556,7.222222222222222,1
49,49,49,愛德,台灣啤酒,F,0,0,191,90,25,15.5,5.6,4.0,2.4,1.1,0.3,1.5,35,882,0.5735,0.3669,0.5625,0.4943,4.5,7.8,1.8,4.8,1.3,2.3,6.2,12.6,543,196,141,85,38,9,53,16.7,0.563492063,0.5693505729999999,0.149887584,0,1,0,15.5,5.6,4.0,2.4,1.1,0.3,1.5,4.5,7.8,1.8,4.8,1.3,2.3,6.2,12.6,0
50,50,50,塞瑟夫,台灣啤酒,C,0,0,211,110,32,18.2,10.3,3.1,2.4,0.7,1.9,2.1,35,1118,0.5483,0.39,0.8333,0.5155,6.0,10.9,1.1,2.9,2.9,3.4,7.1,13.8,637,362,110,83,25,65,72,24.6,0.554347826,0.5949267779999999,0.13562387,1,0,0,14.21875,8.046875,2.421875,1.875,0.546875,1.484375,1.640625,4.6875,8.515625,0.8593750000000001,2.265625,2.265625,2.65625,5.546875,10.78125,0
